City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
526,Lukulu,ZM,2022-07-22 03:21:09,-14.3707,23.242,62.4,48,73,7.78,broken clouds
527,Sao Sebastiao,BR,2022-07-22 03:21:10,-23.76,-45.4097,66.29,93,24,5.79,few clouds
528,Simga,IN,2022-07-22 03:21:10,21.6333,81.7,82.38,75,100,5.26,overcast clouds
529,Rafaela,AR,2022-07-22 03:21:11,-31.2503,-61.4867,55.99,63,80,4.0,light rain
530,Barstow,US,2022-07-22 03:21:11,34.8986,-117.0228,99.59,14,100,19.22,overcast clouds
531,Enshi,CN,2022-07-22 03:21:11,30.3,109.4833,86.23,67,100,5.64,overcast clouds
532,Chengde,CN,2022-07-22 03:21:12,40.9725,117.9361,86.76,42,71,5.19,broken clouds
533,Bubaque,GW,2022-07-22 03:21:12,11.2833,-15.8333,78.57,85,100,17.43,light rain
534,Sarh,TD,2022-07-22 03:21:13,9.1429,18.3923,72.18,90,97,1.68,light rain
535,Christiana,ZA,2022-07-22 03:21:13,-27.914,25.1611,50.88,49,0,7.34,clear sky
536,Champerico,GT,2022-07-22 03:21:13,14.3,-91.9167,81.66,79,100,3.33,overcast clouds
537,Pinega,RU,2022-07-22 03:21:14,64.7001,43.3936,57.61,68,72,3.36,broken clouds
538,Vao,NC,2022-07-22 03:21:14,-22.6667,167.4833,74.07,88,100,18.23,overcast clouds
539,Pitea,SE,2022-07-22 03:21:14,65.3172,21.4794,60.89,80,100,6.31,overcast clouds
540,Sao Domingos Do Maranhao,BR,2022-07-22 03:21:15,-5.5758,-44.3853,72.88,57,39,4.23,scattered clouds
541,Deogarh,IN,2022-07-22 03:21:15,21.5333,84.7333,82.63,80,100,1.99,overcast clouds
542,Falmouth,GB,2022-07-22 03:21:16,50.1544,-5.0711,58.1,77,75,4.61,broken clouds
543,Magistralnyy,RU,2022-07-22 03:21:16,56.1725,107.4458,69.94,60,100,3.18,overcast clouds
544,San Rafael,AR,2022-07-22 03:19:33,-34.6177,-68.3301,49.71,53,31,5.44,scattered clouds
545,Roald,NO,2022-07-22 03:21:17,62.5833,6.1333,55.17,93,100,4.61,overcast clouds
546,Barinas,VE,2022-07-22 03:21:17,8.6226,-70.2075,73.44,100,99,2.3,overcast clouds
547,Egvekinot,RU,2022-07-22 03:21:17,66.3167,-179.1667,47.41,51,96,8.59,overcast clouds
548,Cadiz,ES,2022-07-22 03:21:18,36.5,-5.75,75.13,71,21,6.78,few clouds
549,Analipsis,GR,2022-07-22 03:21:18,35.3167,25.5667,79.11,66,0,11.07,clear sky
550,Susanville,US,2022-07-22 03:21:19,40.4163,-120.653,84.09,13,0,10.36,clear sky
551,Poquoson,US,2022-07-22 03:21:19,37.1224,-76.3458,78.98,94,40,5.75,scattered clouds
552,Fort Nelson,CA,2022-07-22 03:18:13,58.8053,-122.7002,65.79,48,40,5.75,scattered clouds
553,Riviere-Au-Renard,CA,2022-07-22 03:21:20,48.9957,-64.3971,68.29,87,99,10.49,overcast clouds
554,Peleduy,RU,2022-07-22 03:21:20,59.6289,112.7406,78.4,40,92,2.37,overcast clouds
555,Alice Springs,AU,2022-07-22 03:21:21,-23.7,133.8833,72.95,18,0,3.44,clear sky
556,Grimshaw,CA,2022-07-22 03:21:21,56.1834,-117.6027,62.22,55,20,4.61,few clouds
557,Awbari,LY,2022-07-22 03:21:21,26.5921,12.7805,76.98,32,0,8.12,clear sky
558,Turukhansk,RU,2022-07-22 03:21:22,65.8167,87.9833,67.33,61,81,11.88,broken clouds
559,Kodinsk,RU,2022-07-22 03:21:22,58.6881,99.1844,69.87,64,98,5.3,overcast clouds
560,Chicama,PE,2022-07-22 03:21:23,-7.8447,-79.1469,57.74,84,45,6.04,scattered clouds
561,Kati,ML,2022-07-22 03:21:23,12.7441,-8.0726,74.61,93,85,4.83,overcast clouds
562,Paratinga,BR,2022-07-22 03:21:24,-12.6906,-43.1842,69.91,56,0,4.5,clear sky
563,Dilla,ET,2022-07-22 03:21:24,6.41,38.31,60.67,86,100,3.85,light rain
564,Carbonia,IT,2022-07-22 03:21:24,39.1672,8.5222,75.0,49,0,3.24,clear sky
565,West Fargo,US,2022-07-22 03:16:47,46.875,-96.9004,69.85,82,0,8.05,clear sky
566,Touros,BR,2022-07-22 03:16:48,-5.1989,-35.4608,72.93,90,100,8.46,light rain
567,Beloha,MG,2022-07-22 03:21:25,-25.1667,45.05,61.74,81,0,3.67,clear sky
568,Kapoeta,SS,2022-07-22 03:21:26,4.7717,33.5903,75.69,52,63,9.28,broken clouds
569,Ca Mau,VN,2022-07-22 03:20:34,9.1769,105.15,87.24,63,29,2.86,scattered clouds
570,Bridgetown,BB,2022-07-22 03:21:26,13.1,-59.6167,82.89,74,40,21.85,scattered clouds
571,Huarmey,PE,2022-07-22 03:21:27,-10.0681,-78.1522,62.26,86,39,11.54,scattered clouds
572,Muzhi,RU,2022-07-22 03:21:27,65.3667,64.6667,50.4,62,50,16.42,scattered clouds
573,Manicore,BR,2022-07-22 03:21:27,-5.8092,-61.3003,75.15,94,0,0.0,clear sky
574,Bara,NG,2022-07-22 03:21:28,10.3744,10.7288,72.01,95,79,9.04,broken clouds
575,El Alto,PE,2022-07-22 03:21:28,-4.2714,-81.2147,62.38,82,47,6.04,scattered clouds
576,Ovsyanka,RU,2022-07-22 03:21:29,55.9575,92.5519,67.23,53,100,6.91,overcast clouds
577,Kudahuvadhoo,MV,2022-07-22 03:21:16,2.6708,72.8944,81.05,79,99,23.15,overcast clouds
578,Cabinda,AO,2022-07-22 03:21:29,-5.55,12.2,69.57,88,98,6.98,overcast clouds
579,Kholodnyy,RU,2022-07-22 03:21:30,62.7167,147.95,56.57,65,100,3.02,overcast clouds
580,Tucuman,AR,2022-07-22 03:20:14,-26.8241,-65.2226,59.0,72,8,6.91,clear sky
581,Ramnagar,IN,2022-07-22 03:21:30,29.4,79.1167,80.51,78,100,0.81,overcast clouds
582,Boysun,UZ,2022-07-22 03:21:30,38.2061,67.1986,90.03,16,0,2.42,clear sky
583,Marquette,US,2022-07-22 03:21:31,46.5333,-87.6335,65.64,70,12,5.91,few clouds
584,Spasskoye,RU,2022-07-22 03:21:31,44.6108,132.7969,70.63,89,90,8.52,overcast clouds
585,Henties Bay,NA,2022-07-22 03:21:32,-22.116,14.2845,62.47,54,0,3.69,clear sky
586,Ishigaki,JP,2022-07-22 03:21:32,24.3448,124.1572,91.53,66,40,10.36,scattered clouds
587,Luziania,BR,2022-07-22 03:21:32,-16.2525,-47.9503,65.89,60,29,5.08,scattered clouds
588,Pisco,PE,2022-07-22 03:21:33,-13.7,-76.2167,60.85,82,100,3.44,overcast clouds
589,Sangar,RU,2022-07-22 03:21:33,63.9242,127.4739,66.78,80,88,4.85,light rain
590,Auki,SB,2022-07-22 03:21:34,-8.7676,160.7034,86.97,60,56,3.11,broken clouds
591,Zenzeli,RU,2022-07-22 03:21:34,45.9241,47.0474,72.57,48,54,11.25,broken clouds
592,Cesme,TR,2022-07-22 03:21:35,38.3228,26.3064,76.71,57,0,11.5,clear sky
593,Mastung,PK,2022-07-22 03:21:35,29.7994,66.845,78.62,60,69,3.06,broken clouds
594,Xam Nua,LA,2022-07-22 03:21:35,20.4197,104.0439,78.42,67,85,3.49,overcast clouds
595,Port Hueneme,US,2022-07-22 03:21:36,34.1478,-119.1951,83.25,80,0,8.05,clear sky
596,Humaita,BR,2022-07-22 03:21:36,-7.5061,-63.0208,79.3,55,47,2.3,scattered clouds
597,Sola,VU,2022-07-22 03:21:37,-13.8833,167.55,79.81,80,91,18.12,moderate rain
598,Nuuk,GL,2022-07-22 03:19:20,64.1835,-51.7216,54.21,71,100,5.75,overcast clouds
599,Ulaangom,MN,2022-07-22 03:21:37,49.9811,92.0667,72.46,34,100,6.91,overcast clouds
600,Danjiangkou,CN,2022-07-22 03:21:38,32.5428,111.5086,86.61,69,100,4.9,overcast clouds
601,Ola,RU,2022-07-22 03:21:38,59.5833,151.2833,77.14,69,97,5.39,overcast clouds
602,Mount Isa,AU,2022-07-22 03:21:39,-20.7333,139.5,67.77,15,0,5.75,clear sky
603,Feltre,IT,2022-07-22 03:21:39,46.0235,11.907,74.93,69,1,5.64,clear sky
604,Richards Bay,ZA,2022-07-22 03:21:39,-28.783,32.0377,65.25,84,90,6.13,light rain
605,Vite,IN,2022-07-22 03:21:40,17.2833,74.55,72.28,85,100,9.13,overcast clouds
606,Estepa,ES,2022-07-22 03:21:40,37.2926,-4.879,70.81,64,48,3.89,scattered clouds
607,Port-Gentil,GA,2022-07-22 03:21:41,-0.7193,8.7815,73.74,86,83,15.1,broken clouds
608,De-Kastri,RU,2022-07-22 03:21:41,51.4667,140.7833,59.99,90,100,5.23,overcast clouds
609,Finschhafen,PG,2022-07-22 03:21:41,-6.6024,147.8681,83.55,72,53,4.38,broken clouds
610,Tiznit,MA,2022-07-22 03:21:42,29.5833,-9.5,86.5,16,54,7.14,broken clouds
611,Ixtapa,MX,2022-07-22 03:21:42,20.7,-105.2,85.23,79,40,6.91,scattered clouds
612,Grand Junction,US,2022-07-22 03:17:57,39.0639,-108.5507,92.28,20,0,9.22,clear sky
613,Vokhtoga,RU,2022-07-22 03:21:43,58.8147,41.0461,59.83,80,70,3.24,broken clouds
614,Eyl,SO,2022-07-22 03:21:43,7.9803,49.8164,76.55,69,63,18.39,broken clouds
615,Burns Lake,CA,2022-07-22 03:21:44,54.2331,-125.7533,69.22,43,11,6.22,few clouds
616,Ahuimanu,US,2022-07-22 03:21:44,21.4447,-157.8378,87.51,66,40,14.97,scattered clouds
617,San Antonio,US,2022-07-22 03:18:58,29.4241,-98.4936,89.28,56,0,19.57,clear sky
618,Upata,VE,2022-07-22 03:21:45,8.0086,-62.3989,73.18,98,100,4.29,overcast clouds
619,Acari,PE,2022-07-22 03:21:45,-15.4311,-74.6158,62.38,81,29,2.59,scattered clouds
620,Brae,GB,2022-07-22 03:21:45,60.3964,-1.353,50.0,86,94,8.63,overcast clouds
621,Carballo,ES,2022-07-22 03:21:46,43.213,-8.691,65.62,91,100,9.37,overcast clouds
622,Polonnaruwa,LK,2022-07-22 03:21:46,7.9333,81.0,82.33,71,87,8.66,overcast clouds
623,Colatina,BR,2022-07-22 03:21:47,-19.5394,-40.6306,65.46,97,11,1.97,few clouds
624,Kongolo,CD,2022-07-22 03:21:47,-5.3833,27.0,72.3,50,36,3.31,scattered clouds
625,Sosua,DO,2022-07-22 03:21:47,19.7667,-70.5167,76.91,94,40,0.0,scattered clouds
626,Kholm,RU,2022-07-22 03:21:48,59.2667,32.85,58.12,80,3,2.37,clear sky
627,Mokhsogollokh,RU,2022-07-22 03:21:48,61.4681,128.9203,77.74,51,48,6.4,scattered clouds
628,Caranavi,BO,2022-07-22 03:21:49,-15.8167,-67.55,59.0,94,41,3.02,scattered clouds
629,Apiai,BR,2022-07-22 03:21:49,-24.5094,-48.8425,56.59,91,100,1.32,overcast clouds
630,Sidi Ali,DZ,2022-07-22 03:21:49,36.0998,0.4206,72.28,91,1,1.63,clear sky
631,Bajil,YE,2022-07-22 03:21:50,15.0584,43.2851,86.18,55,6,2.55,clear sky
632,Turayf,SA,2022-07-22 03:20:12,31.6725,38.6637,71.85,56,0,9.22,clear sky
633,Birjand,IR,2022-07-22 03:21:51,32.8663,59.2211,77.47,13,0,4.61,clear sky
634,Mapastepec,MX,2022-07-22 03:21:51,15.4333,-92.9,77.76,91,100,4.0,overcast clouds
635,Nanakuli,US,2022-07-22 03:21:51,21.3906,-158.1547,87.75,49,0,13.8,clear sky
636,Camacupa,AO,2022-07-22 03:21:52,-12.0167,17.4833,54.61,45,47,4.36,scattered clouds
637,Lloret De Mar,ES,2022-07-22 03:21:52,41.6999,2.8457,78.91,74,0,6.35,clear sky
638,Luau,AO,2022-07-22 03:21:53,-10.7073,22.2247,60.04,54,17,3.67,few clouds
639,Namatanai,PG,2022-07-22 03:21:53,-3.6667,152.4333,84.61,68,92,6.29,overcast clouds
640,Aswan,EG,2022-07-22 03:21:53,24.0934,32.907,83.25,20,0,9.91,clear sky
641,Gemena,CD,2022-07-22 03:21:54,3.25,19.7667,68.81,99,98,1.72,moderate rain
642,Beni Mazar,EG,2022-07-22 03:21:54,28.4962,30.8029,73.11,62,0,9.84,clear sky
643,Redmond,US,2022-07-22 03:21:55,47.674,-122.1215,80.53,65,0,3.0,clear sky
644,Acapulco,MX,2022-07-22 03:21:55,16.8634,-99.8901,84.02,79,20,3.44,few clouds
645,Verkhoturye,RU,2022-07-22 03:21:55,58.8627,60.8054,61.81,83,75,5.93,broken clouds
646,Harper,LR,2022-07-22 03:21:56,4.375,-7.7169,75.33,74,99,7.78,overcast clouds
647,Tskaltubo,GE,2022-07-22 03:21:56,42.3254,42.5979,65.34,94,100,2.3,light rain
648,Anadyr,RU,2022-07-22 03:21:57,64.75,177.4833,57.7,50,75,11.18,broken clouds
649,Progreso,MX,2022-07-22 03:21:57,21.2833,-89.6667,82.11,80,95,14.32,overcast clouds
650,Kunri,PK,2022-07-22 03:21:57,25.1785,69.5691,86.36,69,100,17.87,overcast clouds
651,Filingue,NE,2022-07-22 03:21:58,14.3521,3.3168,83.19,58,86,8.19,overcast clouds
652,Prainha,BR,2022-07-22 03:21:58,-1.8,-53.48,74.95,80,30,2.55,scattered clouds
653,Sheffield Lake,US,2022-07-22 03:21:59,41.4875,-82.1015,79.9,71,75,8.05,broken clouds
654,Kastamonu,TR,2022-07-22 03:21:59,41.5,33.6667,52.07,94,5,3.49,clear sky
655,Shu,KZ,2022-07-22 03:20:04,43.5983,73.7614,91.22,11,0,4.63,clear sky
656,Zharkent,KZ,2022-07-22 03:22:00,44.1628,80.0,87.35,16,0,5.46,clear sky
657,San Andres,CO,2022-07-22 03:22:00,12.5847,-81.7006,82.42,83,100,10.36,overcast clouds
658,Bima,ID,2022-07-22 03:22:01,-8.4667,118.7167,80.67,76,100,5.93,overcast clouds
659,Kozelsk,RU,2022-07-22 03:22:01,54.0375,35.7716,54.81,93,63,11.54,broken clouds
660,Mareeba,AU,2022-07-22 03:22:01,-17.0,145.4333,78.44,61,6,3.24,clear sky
661,Jardim,BR,2022-07-22 03:22:02,-21.4803,-56.1381,70.45,47,70,3.4,broken clouds
662,Yenagoa,NG,2022-07-22 03:22:02,4.9247,6.2642,72.68,91,73,3.56,broken clouds
663,Lubango,AO,2022-07-22 03:22:03,-14.9172,13.4925,53.26,44,0,3.94,clear sky
664,North Las Vegas,US,2022-07-22 03:21:57,36.1989,-115.1175,107.58,11,0,10.36,clear sky
665,Intipuca,SV,2022-07-22 03:22:03,13.1969,-88.0544,75.15,93,89,2.24,overcast clouds
666,Nemuro,JP,2022-07-22 03:22:04,43.3236,145.575,62.01,81,2,4.5,clear sky
667,Jacareacanga,BR,2022-07-22 03:22:04,-6.2222,-57.7528,77.59,54,58,2.39,broken clouds
668,Awjilah,LY,2022-07-22 03:22:05,29.1081,21.2869,73.36,43,0,8.86,clear sky
669,Fenoarivo,MG,2022-07-22 03:22:05,-18.933,47.4354,51.87,100,75,5.75,light intensity drizzle
670,Tabas,IR,2022-07-22 03:22:06,33.5959,56.9244,92.68,10,0,1.9,clear sky
671,Atherton,GB,2022-07-22 03:22:06,53.5237,-2.4935,61.75,84,100,1.99,overcast clouds
672,Parrita,CR,2022-07-22 03:22:06,9.5201,-84.3225,75.6,94,100,3.18,overcast clouds
673,Rabo De Peixe,PT,2022-07-22 03:22:07,37.8,-25.5833,68.27,75,20,3.44,few clouds
674,Kangshan,CN,2022-07-22 03:22:07,28.8812,116.4311,91.96,60,65,8.12,broken clouds
675,Qiongshan,CN,2022-07-22 03:22:08,20.0058,110.3542,89.58,66,75,4.47,broken clouds
676,Limpapa,PH,2022-07-22 03:22:08,7.1197,121.9106,85.33,79,87,2.59,overcast clouds
677,Lethem,GY,2022-07-22 03:22:08,3.3803,-59.7968,74.68,89,92,5.44,overcast clouds
678,Lasa,IT,2022-07-22 03:22:09,46.6166,10.7002,67.08,87,18,2.44,few clouds
679,Colac,AU,2022-07-22 03:22:09,-38.3333,143.5833,59.16,55,100,12.59,moderate rain
680,Bon Accord,CA,2022-07-22 03:22:10,53.8335,-113.4187,70.23,60,75,5.75,broken clouds
681,Buala,SB,2022-07-22 03:22:10,-8.145,159.5921,85.21,68,92,2.39,light rain
682,Pundaguitan,PH,2022-07-22 03:22:10,6.3711,126.1689,82.6,71,86,4.0,overcast clouds
683,Kalmar,SE,2022-07-22 03:21:07,56.6616,16.3616,66.15,93,98,3.0,overcast clouds
684,Konya,TR,2022-07-22 03:22:11,38.1667,32.5,60.28,56,0,6.78,clear sky
685,Port Charlotte,US,2022-07-22 03:22:11,26.9762,-82.0906,81.99,79,40,7.0,scattered clouds
686,Vilyuysk,RU,2022-07-22 03:22:12,63.7553,121.6247,63.57,72,100,7.11,overcast clouds
687,San Luis,AR,2022-07-22 03:22:12,-33.295,-66.3356,52.66,40,0,10.76,clear sky
688,Mirnyy,RU,2022-07-22 03:22:13,62.5353,113.9611,75.24,46,28,11.01,scattered clouds
689,Shimoda,JP,2022-07-22 03:22:13,34.6667,138.95,92.1,77,5,12.46,clear sky
690,Villa Carlos Paz,AR,2022-07-22 03:22:13,-31.4241,-64.4978,49.39,52,0,3.11,clear sky
691,Kilindoni,TZ,2022-07-22 03:22:14,-7.9139,39.6668,75.63,72,12,14.67,few clouds
692,Lorengau,PG,2022-07-22 03:22:14,-2.0226,147.2712,84.99,70,41,10.51,scattered clouds
693,Pemangkat,ID,2022-07-22 03:22:14,1.1667,108.9667,80.38,82,100,11.68,overcast clouds
694,Kalianget,ID,2022-07-22 03:22:15,-7.05,113.9333,82.44,67,100,7.11,overcast clouds
695,Santa Luzia,BR,2022-07-22 03:22:15,-19.7697,-43.8514,61.7,77,0,0.0,clear sky
696,Ilam,NP,2022-07-22 03:22:15,26.9167,87.9167,71.56,90,100,3.22,overcast clouds
697,Koslan,RU,2022-07-22 03:22:16,63.4564,48.8989,63.39,70,84,6.96,broken clouds
698,Menomonie,US,2022-07-22 03:22:16,44.8755,-91.9193,71.64,56,0,0.0,clear sky
699,Nortelandia,BR,2022-07-22 03:22:17,-14.4547,-56.8028,71.02,45,61,3.42,broken clouds
700,Chipinge,ZW,2022-07-22 03:22:17,-20.1883,32.6236,51.93,95,56,3.62,broken clouds
701,Jumla,NP,2022-07-22 03:22:18,29.2747,82.1838,68.47,82,99,3.44,overcast clouds
702,Oistins,BB,2022-07-22 03:22:18,13.0667,-59.5333,82.49,74,40,21.85,scattered clouds
703,Eirunepe,BR,2022-07-22 03:22:19,-6.6603,-69.8736,77.02,72,90,3.0,overcast clouds
704,Nara,JP,2022-07-22 03:22:19,34.6851,135.8049,88.92,43,40,13.71,scattered clouds
705,Zaraysk,RU,2022-07-22 03:22:19,54.7653,38.8836,57.6,94,99,14.85,overcast clouds
706,Riyadh,SA,2022-07-22 03:17:47,24.6877,46.7219,89.74,12,43,7.05,scattered clouds
707,Mutoko,ZW,2022-07-22 03:22:20,-17.397,32.2268,50.59,87,11,3.2,few clouds
708,Waipawa,NZ,2022-07-22 03:22:20,-41.4122,175.5153,46.9,73,95,11.81,overcast clouds
709,Basco,PH,2022-07-22 03:22:21,20.4487,121.9702,85.87,74,71,11.05,broken clouds
710,Alghero,IT,2022-07-22 03:22:21,40.5589,8.3181,68.09,88,0,2.3,clear sky
711,Kapitanivka,UA,2022-07-22 03:22:22,48.9172,31.7167,56.82,95,0,7.92,clear sky
712,Tinskoy,RU,2022-07-22 03:22:22,56.1525,96.9161,75.0,45,74,3.27,broken clouds
713,Kupang,ID,2022-07-22 03:22:22,-10.1667,123.5833,85.1,46,92,12.86,overcast clouds
714,Baherden,TM,2022-07-22 03:22:23,38.4362,57.4316,92.16,25,0,8.48,clear sky
